Princella Dixon	http://www.ontheissues.org/Senate2000/Princella_Dixon.htm
Chris Dodd	http://www.ontheissues.org/Senate/Chris_Dodd.htm
Lloyd Doggett	http://www.ontheissues.org/TX/Lloyd_Doggett.htm
Bob Dole	http://www.ontheissues.org/Senate/Bob_Dole.htm
Elizabeth Dole	http://www.ontheissues.org/Elizabeth_Dole.htm
Pete Domenici	http://www.ontheissues.org/Senate/Pete_Domenici.htm
Cal Dooley	http://www.ontheissues.org/CA/Cal_Dooley.htm
John Doolittle	http://www.ontheissues.org/CA/John_Doolittle.htm
Byron Dorgan	http://www.ontheissues.org/Senate/Byron_Dorgan.htm
Bob Dornan	http://www.ontheissues.org/CA/Bob_Dornan.htm
Jim Douglas	http://www.ontheissues.org/Jmi_Douglas.htm
Eugene Douglass	http://www.ontheissues.org/Senate2000/Eugene_Douglass.htm
Mike Doyle	http://www.ontheissues.org/PA/Mike_Doyle.htm
David Dreier	http://www.ontheissues.org/CA/David_Dreier.htm
Jimmy Duncan	http://www.ontheissues.org/House/Jimmy_Duncan.htm
Jennifer Dunn	http://www.ontheissues.org/House/Jennifer_Dunn.htm
Richard Durbin	http://www.ontheissues.org/Senate/Richard_Durbin.htm
James Durkin	http://www.issues2000.org/James_Durkin.htm
Mark Earley	http://www.ontheissues.org/Mark_Earley.htm
Mike Easley	http://www.ontheissues.org/Mike_Easley.htm
John Eastman	http://www.ontheissues.org/Senate2000/John_Eastman.htm
Chet Edwards	http://www.ontheissues.org/TX/Chet_Edwards.htm
John Edwards	http://www.ontheissues.org/Senate/John_Edwards.htm
Vernon Ehlers	http://www.ontheissues.org/MI/Vernon_Ehlers.htm
Robert Ehrlich	http://www.ontheissues.org/House/Robert_Ehrlich.htm
Rahm Emanuel	http://www.OnTheIssues.org/IL/Rahm_Emanuel.htm
Bill Emerson	http://www.ontheissues.org/House/Bill_Emerson.htm
Jo Ann Emerson	http://www.ontheissues.org/House/Jo_Ann_Emerson.htm
